Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,n_consonants,n_vowels,n_tones,has_click,has_tone_segment,n_nasal_phonemes,consonant_ratio,vowel_ratio
mako1251,Shimakonde,Africa,Atlantic-Congo,-10.9906,39.5133,28,18,5,5,False,True,4,0.6429,0.1786
maku1278,Makuráp,South America,Tupian,-11.8701,-64.3201,20,10,10,0,False,False,8,0.5,0.5
mala1464,Malayalam,Eurasia,Dravidian,9.59208,76.7651,53,38,15,0,False,False,6,0.717,0.283
mala1481,Manado Malay,Papunesia,Austronesian,1.48099,124.843,24,18,6,0,False,False,4,0.75,0.25
mala1522,Damana,South America,Chibchan,10.9286,-73.4056,27,20,7,0,False,False,3,0.7407,0.2593
malg1242,Malkana,Australia,Pama-Nyungan,-26.211,114.245,26,20,6,0,False,False,6,0.7692,0.2308
mall1246,Mal,Eurasia,Austroasiatic,19.273,101.204,41,17,22,2,False,True,4,0.4146,0.5366
maln1239,Malngin,Australia,Pama-Nyungan,-17.0329,130.379,21,17,4,0,False,False,5,0.8095,0.1905
malo1243,Tamambo; Malo,Papunesia,Austronesian,-15.6835,167.16,21,16,5,0,False,False,4,0.7619,0.2381
malt1254,Maltese,Eurasia,Afro-Asiatic,35.8884,14.4508,55,45,10,0,False,False,4,0.8182,0.1818
maly1234,Malyangapa,Australia,Pama-Nyungan,-29.43,142.0,27,21,6,0,False,False,6,0.7778,0.2222
mama1271,Minyanka,Africa,Atlantic-Congo,12.4871,-5.28245,50,29,19,2,False,True,11,0.58,0.38
mama1278,Mamaindé,South America,Nambiquaran,-12.986439,-60.101072,34,14,20,0,False,False,12,0.4118,0.5882
mamb1294,Mambay; Mambai,Africa,Atlantic-Congo,9.6121,14.0013,53,25,24,4,False,True,12,0.4717,0.4528
mamb1296,cilungu,Africa,Atlantic-Congo,-8.86817,31.2269,36,19,10,7,False,True,4,0.5278,0.2778
mamm1241,Western Mam; Tacanec,North America,Mayan,14.8034,-91.7231,36,26,10,0,False,False,2,0.7222,0.2778
mamp1244,Mampruli,Africa,Atlantic-Congo,10.3884,-0.74675,36,24,10,2,False,True,5,0.6667,0.2778
mana1288,Manange,Eurasia,Sino-Tibetan,28.6416,84.0515,45,30,10,5,False,True,10,0.6667,0.2222
mana1295,Manam,Papunesia,Austronesian,-4.07921,145.033,18,13,5,0,False,False,3,0.7222,0.2778
manc1252,MANCHU,Eurasia,Tungusic,47.3122,126.557,24,17,7,0,False,False,3,0.7083,0.2917
mand1415,Standard Chinese; Mandarin,Eurasia,Sino-Tibetan,40.0209,116.228,49,24,21,4,False,True,3,0.4898,0.4286
mand1436,Mandingo,Africa,Mande,12.8165233333,-15.6539466667,34,19,10,5,False,True,4,0.5588,0.2941
mang1381,Mangarrayi,Australia,Mangarrayi-Maran,-14.8,133.5,22,17,5,0,False,False,5,0.7727,0.2273
mang1382,Mengerrdji,Australia,Giimbiyu,-12.2391,132.973,23,18,5,0,False,False,5,0.7826,0.2174
mang1383,Mangala,Australia,Pama-Nyungan,-18.6597,123.769,24,17,7,0,False,False,5,0.7083,0.2917
mang1394,Mangbetu,Africa,Central Sudanic,2.5511,27.0712,47,36,9,2,False,True,3,0.766,0.1915
mani1292,Manipuri,Eurasia,Sino-Tibetan,24.4409,93.3426,38,27,8,3,False,True,3,0.7105,0.2105
mann1248,Mano,Africa,Mande,7.04616,-8.86405,39,22,14,3,False,True,12,0.5641,0.359
mans1258,Northern Mansi,Eurasia,Uralic,64.4118,61.344,31,20,11,0,False,False,5,0.6452,0.3548
many1256,Manjiljarra,Australia,Pama-Nyungan,-23.350911655789,123.66842240336,23,17,6,0,False,False,5,0.7391,0.2609
many1261,Manya,Africa,Mande,8.56186,-9.44257,27,18,7,2,False,True,3,0.6667,0.2593
maon1238,Mao-Naga,Eurasia,Sino-Tibetan,25.3836,94.0035,30,20,6,4,False,True,2,0.6667,0.2
maor1246,Maori,Papunesia,Austronesian,-38.2881,176.541,20,10,10,0,False,False,3,0.5,0.5
mapo1246,Mapoyo,South America,Cariban,5.96952,-67.2581,19,12,7,0,False,False,3,0.6316,0.3684
mapu1245,Mapudungun,South America,Araucanian,-38.7392,-71.277,28,22,6,0,False,False,5,0.7857,0.2143
maqu1238,Yekwana,South America,Cariban,4.70705,-64.3877,26,12,14,0,False,False,3,0.4615,0.5385
mara1378,Marathi,Eurasia,Indo-European,17.9344,76.6665,55,42,13,0,False,False,6,0.7636,0.2364
mara1385,Marra,Australia,Mangarrayi-Maran,-14.7927,134.865,23,19,4,0,False,False,6,0.8261,0.1739
mara1386,Maranungku,Australia,Western Daly,-13.6754,130.12,24,19,5,0,False,False,6,0.7917,0.2083
mara1404,MARANAO,Papunesia,Austronesian,7.79414,124.175,17,13,4,0,False,False,3,0.7647,0.2353
marg1251,Marrgu,Australia,Marrku-Wurrugu,-11.1823,132.587,26,23,3,0,False,False,6,0.8846,0.1154
marg1253,Margany,Australia,Pama-Nyungan,-26.789,144.892,31,25,6,0,False,False,6,0.8065,0.1935
marg1265,Margi,Africa,Afro-Asiatic,10.93854,13.0521,44,36,6,2,False,True,4,0.8182,0.1364
mari1417,Marramaninyshi,Australia,Western Daly,-14.1788,130.561,20,16,4,0,False,False,5,0.8,0.2
mari1419,Marringarr,Australia,Western Daly,-14.3819,130.25,32,28,4,0,False,False,6,0.875,0.125
mari1424,Marrithiyel,Australia,Western Daly,-13.8818,130.237,24,20,4,0,False,False,4,0.8333,0.1667
mart1254,Marti Ke,Australia,Western Daly,-14.0058,129.837,31,27,4,0,False,False,6,0.871,0.129
mart1255,Martuthunira,Australia,Pama-Nyungan,-20.9294,116.607,26,20,6,0,False,False,6,0.7692,0.2308
marw1260,Marwari,Eurasia,Indo-European,27.002,75.0656,42,32,10,0,False,False,4,0.7619,0.2381
masa1299,Orusyan,Africa,Atlantic-Congo,1.05906,34.2829,63,51,12,0,False,False,10,0.8095,0.1905
masa1300,Maasai,Africa,Nilotic,-3.1419,36.4573,43,21,18,4,False,True,4,0.4884,0.4186
matb1237,Matbat,Papunesia,Austronesian,-1.8801,130.075,20,15,5,0,False,False,3,0.75,0.25
mati1255,Matís,South America,Pano-Tacanan,-4.3553,-70.2079,21,15,6,0,False,False,2,0.7143,0.2857
mats1244,Matses,South America,Pano-Tacanan,-5.73914,-72.6281,21,15,6,0,False,False,2,0.7143,0.2857
matu1259,matuumbi,Africa,Atlantic-Congo,-8.53734,39.0409,22,14,5,3,False,True,4,0.6364,0.2273
maun1240,Maung,Australia,Iwaidjan Proper,-11.66,133.376,24,19,5,0,False,False,5,0.7917,0.2083
mawa1270,Mawa,Africa,Afro-Asiatic,11.7461,18.2999,29,20,6,3,False,True,4,0.6897,0.2069
maxa1247,Maxakalí,South America,Nuclear-Macro-Je,-16.9402,-40.7891,20,10,10,0,False,False,9,0.5,0.5
maya1280,Mayi-Kutuna,Australia,Pama-Nyungan,-18.1147,140.337,21,18,3,0,False,False,6,0.8571,0.1429
mayi1235,Mayi-Yapi,Australia,Pama-Nyungan,-19.25,140.61,21,18,3,0,False,False,6,0.8571,0.1429
mayi1236,Mayi-Kulan,Australia,Pama-Nyungan,-18.56,141.46,21,18,3,0,False,False,6,0.8571,0.1429
mayo1261,Mayogo,Africa,Atlantic-Congo,2.79827,27.8282,46,33,10,3,False,True,3,0.7174,0.2174
maza1291,Mazanderani,Eurasia,Indo-European,36.241,52.3009,29,22,7,0,False,False,2,0.7586,0.2414
mbaa1245,MBA-NE,Africa,Atlantic-Congo,1.06885,25.143,29,24,5,0,False,False,2,0.8276,0.1724
mbab1239,Mbabaram,Australia,Pama-Nyungan,-20.1389,143.438,27,15,12,0,False,False,5,0.5556,0.4444
mbal1255,Mbalanhu,Africa,Atlantic-Congo,-17.578884,16.027517,31,23,6,2,False,True,7,0.7419,0.1935
mbar1253,Rimanggudinhma,Australia,Pama-Nyungan,-14.529,143.789,29,24,5,0,False,False,5,0.8276,0.1724
mbar1254,Mbara,Australia,Pama-Nyungan,-19.29,142.475904,27,17,10,0,False,False,5,0.6296,0.3704
mbay1241,Mbay,Africa,Central Sudanic,8.23066,15.7328,44,22,19,3,False,True,7,0.5,0.4318
mbee1249,Mbe,Africa,Atlantic-Congo,6.57067,8.82998,57,48,7,2,False,True,7,0.8421,0.1228
mbiy1238,Mbiywom,Australia,Pama-Nyungan,-12.89620501,142.2710997,29,23,6,0,False,False,5,0.7931,0.2069
mboc1235,Mbo (Ngwatta),Africa,Atlantic-Congo,5.13981,9.92766,36,21,13,2,False,True,4,0.5833,0.3611
mbuk1240,mbukushu,Africa,Atlantic-Congo,-17.6827,22.5026,29,22,7,0,False,False,4,0.7586,0.2414
mbuk1243,Mbuko,Africa,Afro-Asiatic,10.7788,14.1677,45,34,8,3,False,True,2,0.7556,0.1778
mbum1254,MBUM,Africa,Atlantic-Congo,7.5789,14.2722,36,28,8,0,False,False,6,0.7778,0.2222
mbuu1238,Ajumbu,Africa,Atlantic-Congo,6.53792,10.2556,36,24,9,3,False,True,3,0.6667,0.25
mbya1239,Mbyá,South America,Tupian,-26.0188,-52.711,26,14,12,0,False,False,11,0.5385,0.4615
medu1238,Medumba,Africa,Atlantic-Congo,5.10901,10.6118,25,16,9,0,False,False,4,0.64,0.36
meen1242,Me'en,Africa,Surmic,6.63207,35.6255,39,25,14,0,False,False,4,0.641,0.359
mehi1240,Mehináku,South America,Arawakan,-12.5364,-53.521,23,13,10,0,False,False,7,0.5652,0.4348
mehr1241,Mehri,Eurasia,Afro-Asiatic,16.793,52.473,45,31,14,0,False,False,3,0.6889,0.3111
mend1266,Mende,Africa,Mande,7.90935,-10.9926,34,23,7,4,False,True,4,0.6765,0.2059
mere1246,Mere,Africa,Afro-Asiatic,10.7458,14.09,44,33,8,3,False,True,3,0.75,0.1818
merg1238,Myeik Burmese,Eurasia,Sino-Tibetan,14.1078,98.194,48,27,21,0,False,False,7,0.5625,0.4375
meru1245,Kimeru,Africa,Atlantic-Congo,0.26484,37.7396,27,17,10,0,False,False,4,0.6296,0.3704
mesc1238,Chiricahua Apache,North America,Athabaskan-Eyak-Tlingit,33.1291,-105.566,51,31,16,4,False,True,10,0.6078,0.3137
mesq1240,Masqan,Africa,Afro-Asiatic,8.10617,38.3386,41,34,7,0,False,False,4,0.8293,0.1707
meta1238,Metta,Africa,Atlantic-Congo,5.88942,9.87416,33,20,8,5,False,True,3,0.6061,0.2424
mewa1250,Mewati,Eurasia,Indo-European,27.736,76.947,50,30,20,0,False,False,13,0.6,0.4
mezq1235,Otomi,North America,Otomanguean,20.2274,-99.5564,58,42,13,3,False,True,10,0.7241,0.2241
mfum1238,Mfumte,Africa,Atlantic-Congo,6.6,10.936386,84,69,10,5,False,True,5,0.8214,0.119
mian1257,Mianmin,Papunesia,Nuclear Trans New Guinea,-4.70881,141.523,25,13,8,4,False,True,3,0.52,0.32
mich1243,Michif,North America,Algic,49.1681,-99.9119,41,25,16,0,False,False,6,0.6098,0.3902
mich1245,Michoacan Nahual,North America,Uto-Aztecan,18.3412,-103.361,20,15,5,0,False,False,2,0.75,0.25
miju1243,Mishmi,Eurasia,Sino-Tibetan,28.4732,97.0444,54,34,16,4,False,True,7,0.6296,0.2963
mina1268,Minangkabau,Papunesia,Austronesian,-0.896,100.44,29,19,10,0,False,False,4,0.6552,0.3448
mind1253,Min Dong Chinese,Eurasia,Sino-Tibetan,26.0,119.5,35,15,20,0,False,False,3,0.4286,0.5714
ming1252,Mingrelian,Eurasia,Kartvelian,42.5129,41.8719,37,31,6,0,False,False,2,0.8378,0.1622
mini1256,"Huitoto, Minica",South America,Huitotoan,-1.54535,-73.1107,24,18,6,0,False,False,4,0.75,0.25
minj1242,Minjungbal,Australia,Pama-Nyungan,-28.028726,153.286993,20,12,8,0,False,False,4,0.6,0.4
minn1241,XIAMEN,Eurasia,Sino-Tibetan,24.5,118.17,25,19,6,0,False,False,3,0.76,0.24
miny1240,Mising,Eurasia,Sino-Tibetan,27.418,94.69,46,34,9,3,False,True,5,0.7391,0.1957
mira1251,Mirandese,Eurasia,Indo-European,41.5375,-6.38371,49,22,27,0,False,False,8,0.449,0.551
mira1254,Miraña,South America,Boran,-2.000259,-72.257066,31,17,14,0,False,False,2,0.5484,0.4516
miri1266,Miriwoong,Australia,Jarrakan,-16.3596,128.889,20,16,4,0,False,False,4,0.8,0.2
mith1236,Mithaka,Australia,Pama-Nyungan,-25.13606725,139.598447,29,26,3,0,False,False,6,0.8966,0.1034
miya1259,Miyako,Eurasia,Japonic,24.7564,125.363,19,14,5,0,False,False,4,0.7368,0.2632
mmaa1238,Numala,Africa,Atlantic-Congo,4.52188,11.0599,32,21,9,2,False,True,4,0.6562,0.2812
mman1238,Mmani,Africa,Atlantic-Congo,9.0,-13.16,36,22,14,0,False,False,11,0.6111,0.3889
mmen1238,Mmen,Africa,Atlantic-Congo,6.43213,10.2541,41,27,9,5,False,True,4,0.6585,0.2195
moch1256,Kimochi,Africa,Atlantic-Congo,-3.33743,37.3357,25,20,5,0,False,False,3,0.8,0.2
moco1246,Mocoví,South America,Guaicuruan,-28.097,-60.4145,29,21,8,0,False,False,3,0.7241,0.2759
mode1248,Greek,Eurasia,Indo-European,38.36,23.13,41,36,5,0,False,False,4,0.878,0.122
mofu1248,Mofu-gudur,Africa,Afro-Asiatic,10.567,14.0314,44,35,7,2,False,True,3,0.7955,0.1591
mogh1245,MOGHOL,Eurasia,Mongolic-Khitan,34.2504,62.2802,24,19,5,0,False,False,3,0.7917,0.2083
mogh1246,Moghamo,Africa,Atlantic-Congo,5.88942,9.87416,50,33,14,3,False,True,12,0.66,0.28
moke1242,Moken,Eurasia,Austronesian,10.1474,98.6765,38,20,18,0,False,False,4,0.5263,0.4737
mokl1243,Moklen,Eurasia,Austronesian,8.16761,98.3176,46,19,27,0,False,False,4,0.413,0.587
mokp1239,Mokpwe,Africa,Atlantic-Congo,4.24178,9.23887,31,22,7,2,False,True,3,0.7097,0.2258
moks1248,Moksha,Eurasia,Uralic,54.1855,42.6728,41,35,6,0,False,False,3,0.8537,0.1463
molo1266,Moloko,Africa,Afro-Asiatic,10.7933,14.2521,47,31,10,6,False,True,2,0.6596,0.2128
mong1338,mongo-nkundu,Africa,Atlantic-Congo,-1.54228,20.4259,55,44,7,4,False,True,7,0.8,0.1273
mono1269,Mono,Africa,Atlantic-Congo,8.78372,14.2254,62,35,24,3,False,True,16,0.5645,0.3871
mono1270,Mono,Africa,Atlantic-Congo,4.57915,19.8264,41,30,8,3,False,True,2,0.7317,0.1951
mori1268,Mori Bawah,Papunesia,Austronesian,-2.56016,121.37,27,22,5,0,False,False,3,0.8148,0.1852
mori1278,Mauritian Creole,Africa,Indo-European,-20.2613,57.5517,27,19,8,0,False,False,5,0.7037,0.2963
moro1284,Morokodo,Africa,Central Sudanic,5.5103,30.0229,54,42,10,2,False,True,4,0.7778,0.1852
moro1285,MORO,Africa,Heibanic,10.9194,30.2138,27,20,7,0,False,False,4,0.7407,0.2593
moro1292,Moroccan Arabic,Africa,Afro-Asiatic,32.5,-7.5,78,74,4,0,False,False,7,0.9487,0.0513
moru1253,Moru,Africa,Central Sudanic,5.1232,30.3287,38,26,9,3,False,True,4,0.6842,0.2368
moss1236,Moore,Africa,Atlantic-Congo,11.95,-1.32,43,17,24,2,False,True,10,0.3953,0.5581
motl1237,Mwotlap,Papunesia,Austronesian,-13.655015,167.706277,22,15,7,0,False,False,4,0.6818,0.3182
moyo1238,Moyon,Eurasia,Sino-Tibetan,24.4793,94.3421,40,24,13,3,False,True,4,0.6,0.325
mpad1242,Kotoko,Africa,Afro-Asiatic,12.561391,14.446893,40,30,6,4,False,True,2,0.75,0.15
mpal1238,Mpalitjanh,Australia,Pama-Nyungan,-12.16733589,142.4853284,26,22,4,0,False,False,5,0.8462,0.1538
mpar1238,Central Arrernte,Australia,Pama-Nyungan,-23.3583,135.046,44,40,4,0,False,False,12,0.9091,0.0909
mpon1254,Mpumpun,Africa,Atlantic-Congo,3.14015,14.866,38,29,7,2,False,True,3,0.7632,0.1842
mudb1240,Mudburra,Australia,Pama-Nyungan,-16.7694,132.329,23,17,6,0,False,False,5,0.7391,0.2609
mudh1235,Kon̩ekar Gadaba,Eurasia,Dravidian,18.276,83.378,31,19,12,0,False,False,10,0.6129,0.3871
mufi1238,Muhiang,Papunesia,Nuclear Torricelli,-3.57932,142.955,22,17,5,0,False,False,2,0.7727,0.2273
muin1242,MUINANE,South America,Boran,-0.8652,-72.4249,28,22,6,0,False,False,3,0.7857,0.2143
mull1237,Malak-Malak,Australia,Northern Daly,-13.427,130.664,19,14,5,0,False,False,4,0.7368,0.2632
mulu1243,Muluridji,Australia,Pama-Nyungan,-17.0601,145.329,16,13,3,0,False,False,4,0.8125,0.1875
muna1247,Muna,Papunesia,Austronesian,-5.40419,122.541,30,25,5,0,False,False,3,0.8333,0.1667
mund1320,Bhumij,Eurasia,Austroasiatic,23.03,85.85,54,33,21,0,False,False,11,0.6111,0.3889
mund1325,Mundang,Africa,Atlantic-Congo,9.83195,14.4751,67,37,27,3,False,True,14,0.5522,0.403
mund1326,Mündü,Africa,Atlantic-Congo,4.22755,29.9967,41,29,9,3,False,True,3,0.7073,0.2195
mund1327,Mundani,Africa,Atlantic-Congo,5.68073,9.91533,41,23,14,4,False,True,11,0.561,0.3415
mund1328,Mundabli,Africa,Atlantic-Congo,6.59969,10.2704,37,22,11,4,False,True,4,0.5946,0.2973
mund1330,Mundurukú,South America,Tupian,-8.41095,-57.691,39,17,20,2,False,True,13,0.4359,0.5128
mung1266,Mungaka,Africa,Atlantic-Congo,5.89752,10.0294,33,21,9,3,False,True,4,0.6364,0.2727
munj1244,Munji,Eurasia,Indo-European,35.9321,70.9404,44,35,9,0,False,False,3,0.7955,0.2045
mura1269,Kuninjku,Australia,Gunwinyguan,-12.3398,133.358,27,22,5,0,False,False,5,0.8148,0.1852
murl1244,Murle,Africa,Surmic,6.69756,33.988,34,20,14,0,False,False,4,0.5882,0.4118
murr1258,MURINHPATHA,Australia,Southern Daly,-14.74852,129.70152,25,21,4,0,False,False,5,0.84,0.16
murr1259,Murrinh-patha,Australia,Southern Daly,-14.74852,129.70152,28,24,4,0,False,False,6,0.8571,0.1429
murs1242,MURSI,Africa,Surmic,5.69801,36.0971,26,21,5,0,False,False,4,0.8077,0.1923
muru1266,Muruwari,Australia,Pama-Nyungan,-28.9618,146.546,25,19,6,0,False,False,6,0.76,0.24
muru1274,"Huitoto, Murui",South America,Huitotoan,-1.13669,-73.8331,20,14,6,0,False,False,3,0.7,0.3
muya1243,Muyang,Africa,Afro-Asiatic,10.86047,14.21246,46,27,14,5,False,True,2,0.587,0.3043
mvum1238,Mvumbo,Africa,Atlantic-Congo,2.39354,10.0812,53,45,8,0,False,False,5,0.8491,0.1509
mwag1236,Mwaghavul,Africa,Afro-Asiatic,9.47205,8.96522,37,25,12,0,False,False,6,0.6757,0.3243
mwal1237,Mwali,Africa,Atlantic-Congo,-12.3164,43.741,24,19,5,0,False,False,3,0.7917,0.2083
mwan1247,Kimwani,Africa,Atlantic-Congo,-12.5821,40.4601,26,21,5,0,False,False,3,0.8077,0.1923
mwan1250,Muan,Africa,Mande,7.87533,-5.94577,39,21,12,6,False,True,6,0.5385,0.3077
myen1241,myene,Africa,Atlantic-Congo,-1.48741,9.50247,36,29,7,0,False,False,4,0.8056,0.1944
naas1242,Nasioi,Papunesia,South Bougainville,-6.46022,155.632,18,8,10,0,False,False,2,0.4444,0.5556
nade1244,Nadëb,South America,Naduhup,-1.24449,-66.3068,34,17,17,0,False,False,11,0.5,0.5
nafa1258,Nafaanra,Africa,Atlantic-Congo,8.00522,-2.51001,44,25,19,0,False,False,10,0.5682,0.4318
naga1394,Nagamese,Eurasia,Indo-European,25.2508,93.4438,47,26,21,0,False,False,3,0.5532,0.4468
naia1238,Mayali,Australia,Gunwinyguan,-12.3398,133.358,27,22,5,0,False,False,5,0.8148,0.1852
naik1250,Naiki,Eurasia,Dravidian,19.6908,78.5936,46,36,10,0,False,False,4,0.7826,0.2174
najd1235,Najdi Arabic,Eurasia,Afro-Asiatic,30.3371,42.1773,33,25,8,0,False,False,0,0.7576,0.2424
naka1260,Nakara,Australia,Maningrida,-12.07653,134.32729,25,20,5,0,False,False,5,0.8,0.2
naki1238,Naki,Africa,Atlantic-Congo,6.62784,10.2378,44,36,8,0,False,False,5,0.8182,0.1818
nama1264,NAMA,Africa,Khoe-Kwadi,-25.0747,17.9767,41,32,9,0,True,False,17,0.7805,0.2195
nama1265,Nama,Africa,Khoe-Kwadi,-25.0747,17.9767,33,19,8,6,True,True,5,0.5758,0.2424
nami1256,Namia,Papunesia,Sepik,-3.85538,141.788,15,9,6,0,False,False,2,0.6,0.4
nana1257,NANAI,Eurasia,Tungusic,48.4343,134.797,24,18,6,0,False,False,4,0.75,0.25
nand1266,Nandi,Africa,Nilotic,0.793737,35.408478,23,13,10,0,False,False,4,0.5652,0.4348
nang1259,Nganikurungkurr,Australia,Southern Daly,-14.268,131.237,28,20,8,0,False,False,4,0.7143,0.2857
nank1250,Nankina,Papunesia,Nuclear Trans New Guinea,-5.80804,146.464,20,14,6,0,False,False,3,0.7,0.3
nant1250,Nanti,South America,Arawakan,-12.1018,-72.3507,27,18,9,0,False,False,4,0.6667,0.3333
napo1242,Napo Quichua,South America,Quechuan,-0.072525,-76.3889,23,20,3,0,False,False,3,0.8696,0.1304
nari1240,Laarim,Africa,Surmic,4.80331,33.3312,34,22,9,3,False,True,4,0.6471,0.2647
nari1241,Nari Nari,Australia,Pama-Nyungan,-34.13829932,143.6694397,23,18,5,0,False,False,6,0.7826,0.2174
narp1239,Nar-Phu,Eurasia,Sino-Tibetan,28.76714,84.22852,49,25,24,0,False,False,6,0.5102,0.4898
narr1259,Yaraldi,Australia,Pama-Nyungan,-36.2301,140.158,25,20,5,0,False,False,6,0.8,0.2
naru1238,Narrungga,Australia,Pama-Nyungan,-34.69,137.535,27,21,6,0,False,False,6,0.7778,0.2222
nate1242,Nateni,Africa,Atlantic-Congo,10.5191,1.21879,40,13,24,3,False,True,10,0.325,0.6
natu1246,NAMBAKAENGO,Papunesia,Austronesian,-10.6771,165.835,46,29,17,0,False,False,13,0.6304,0.3696
nauk1242,Naukan Yupik,Eurasia,Eskimo-Aleut,65.5184,-171.755,22,18,4,0,False,False,3,0.8182,0.1818
nava1243,Navaho,North America,Athabaskan-Eyak-Tlingit,36.33,-109.38,54,36,16,2,False,True,12,0.6667,0.2963
nawd1238,Nawdm,Africa,Atlantic-Congo,7.17037,0.58553,35,21,14,0,False,False,4,0.6,0.4
nawu1242,Nawuri,Africa,Atlantic-Congo,8.45116,0.04947,38,27,9,2,False,True,5,0.7105,0.2368
naxi1245,NAXI,Eurasia,Sino-Tibetan,27.5,100.0,49,38,11,0,False,False,3,0.7755,0.2245
ncan1245,Nchane,Africa,Atlantic-Congo,6.50696,10.5312,41,17,18,6,False,True,10,0.4146,0.439
ndai1238,Galke,Africa,Atlantic-Congo,8.09039,14.2888,57,32,22,3,False,True,12,0.5614,0.386
ndal1241,Chindali,Africa,Atlantic-Congo,-9.88948,33.6118,30,16,10,4,False,True,4,0.5333,0.3333
ndam1239,Ndamba,Africa,Atlantic-Congo,-8.40485,36.0271,24,19,5,0,False,False,3,0.7917,0.2083
ndem1249,Ndemli,Africa,Atlantic-Congo,4.58061,10.2197,45,28,12,5,False,True,4,0.6222,0.2667
ndog1248,Ndogo,Africa,Atlantic-Congo,7.73028,27.5588,38,29,5,4,False,True,2,0.7632,0.1316
ndon1254,Ndonga (Kolonkadhi),Africa,Atlantic-Congo,-17.22,17.35,36,29,5,2,False,True,7,0.8056,0.1389
ndra1239,Ndra'ngith,Australia,Pama-Nyungan,-12.544,141.984,23,19,4,0,False,False,5,0.8261,0.1739
ndut1239,NDUT,Africa,Atlantic-Congo,14.925,-16.9811,34,27,7,0,False,False,4,0.7941,0.2059
ndzw1235,"Comorian, Ndzwani",Africa,Atlantic-Congo,-12.2123,44.3709,39,32,5,2,False,True,3,0.8205,0.1282
nene1249,Tundra Nenets,Eurasia,Uralic,66.1775,71.0234,35,26,9,0,False,False,5,0.7429,0.2571
nepa1253,Dhangar,Eurasia,Dravidian,26.72057,86.00255,39,34,5,0,False,False,4,0.8718,0.1282
nepa1254,Nepali,Eurasia,Indo-European,28.0,85.0,74,53,21,0,False,False,11,0.7162,0.2838
newa1246,NEWARI,Eurasia,Sino-Tibetan,27.67,85.326,32,24,8,0,False,False,8,0.75,0.25
nezp1238,Nez Perce,North America,Sahaptian,46.3073,-116.408,36,26,10,0,False,False,4,0.7222,0.2778
ngaa1240,Ngaanyatjarra,Australia,Pama-Nyungan,-25.7514,127.602,23,17,6,0,False,False,5,0.7391,0.2609
ngad1258,Mirrniny,Australia,Pama-Nyungan,-32.02447,124.46601,26,20,6,0,False,False,6,0.7692,0.2308
ngad1261,Ngad''a; Ngadha',Papunesia,Austronesian,-8.79508,120.976,27,21,6,0,False,False,3,0.7778,0.2222
ngal1292,Dalabon,Australia,Gunwinyguan,-13.9783,133.936,29,23,6,0,False,False,5,0.7931,0.2069
ngal1293,Ngalakgan,Australia,Gunwinyguan,-14.4281,134.716,27,22,5,0,False,False,5,0.8148,0.1852
ngal1294,Ngaliwurru,Australia,Mirndi,-15.0558,130.06,21,17,4,0,False,False,5,0.8095,0.1905
ngam1268,Ngambai,Africa,Central Sudanic,8.57051,15.414,34,18,13,3,False,True,7,0.5294,0.3824
ngam1284,Ngamini,Australia,Pama-Nyungan,-27.1797,138.701,25,22,3,0,False,False,6,0.88,0.12
ngan1291,Nganasan,Eurasia,Uralic,73.1354,86.2106,30,20,10,0,False,False,4,0.6667,0.3333
ngan1295,Ngandi,Australia,Gunwinyguan,-12.8448,134.649,35,26,9,0,False,False,6,0.7429,0.2571
ngan1296,Nganyaywana,Australia,Pama-Nyungan,-29.581,151.313,17,14,3,0,False,False,4,0.8235,0.1765
ngan1299,Gangam,Africa,Atlantic-Congo,10.2523,0.70509,39,22,14,3,False,True,12,0.5641,0.359
ngan1300,Ngandjera,Africa,Atlantic-Congo,-16.6359,21.1928,37,30,5,2,False,True,7,0.8108,0.1351
ngar1235,Ngarinyman,Australia,Pama-Nyungan,-15.4661,130.651,23,17,6,0,False,False,5,0.7391,0.2609
ngar1283,Ngarnka,Australia,Mirndi,-17.42,134.73,21,17,4,0,False,False,5,0.8095,0.1905
ngar1284,NGARINJIN,Australia,Worrorran,-16.4006,126.433,24,18,6,0,False,False,5,0.75,0.25
ngar1287,Ngarluma,Australia,Pama-Nyungan,-20.9235,117.203,23,20,3,0,False,False,6,0.8696,0.1304
ngar1288,Ngardi,Australia,Pama-Nyungan,-21.0231,129.0308,24,18,6,0,False,False,5,0.75,0.25
ngar1296,Ngarlawangka,Australia,Pama-Nyungan,-20.20748,119.30579,23,17,6,0,False,False,5,0.7391,0.2609
ngar1297,Ngarigu,Australia,Pama-Nyungan,-36.23,149.13,18,15,3,0,False,False,4,0.8333,0.1667
ngas1238,Ongamo,Africa,Nilotic,-2.97716,37.528,31,22,9,0,False,False,4,0.7097,0.2903
ngas1240,Angas,Africa,Afro-Asiatic,9.32042,9.46146,44,30,11,3,False,True,4,0.6818,0.25
ngaw1240,Wunumara,Australia,Pama-Nyungan,-19.4484,141.471,22,19,3,0,False,False,6,0.8636,0.1364
ngaz1238,Shindazidja,Africa,Atlantic-Congo,-11.6129,43.36,44,37,5,2,False,True,3,0.8409,0.1136
ngba1285,Ngbaka,Africa,Atlantic-Congo,2.98887,18.994,34,22,12,0,False,False,9,0.6471,0.3529
ngem1255,Ngemba,Africa,Atlantic-Congo,5.97864,10.1469,40,29,9,2,False,True,4,0.725,0.225
