Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,n_consonants,n_vowels,n_tones,has_click,has_tone_segment,n_nasal_phonemes,consonant_ratio,vowel_ratio
amoo1242,AMO,Africa,Atlantic-Congo,10.3229,8.65405,35,25,10,0,False,False,4,0.7143,0.2857
amun1246,Amundava,South America,Tupian,-9.04023,-62.3064,26,14,12,0,False,False,11,0.5385,0.4615
ande1247,Antekerrepenhe,Australia,Pama-Nyungan,-22.51278,137.3515,44,40,4,0,False,False,12,0.9091,0.0909
andi1255,Andi,Eurasia,Nakh-Daghestanian,42.8078,46.2919,68,63,5,0,False,False,4,0.9265,0.0735
ando1255,Andoa,South America,Zaparoan,-3.29664,-76.6056,25,15,10,0,False,False,2,0.6,0.4
anei1239,Aneityum; Anejom̃,Papunesia,Austronesian,-20.1864,169.825,25,20,5,0,False,False,5,0.8,0.2
anfi1235,Anfillo,Africa,Ta-Ne-Omotic,8.568,34.647,48,38,10,0,False,False,4,0.7917,0.2083
anga1288,Angami,Eurasia,Sino-Tibetan,25.6841,93.8668,49,38,6,5,False,True,8,0.7755,0.1224
anga1290,ANGAATIHA,Papunesia,Angan,-7.15012,146.352,21,12,9,0,False,False,4,0.5714,0.4286
angg1238,Angkamuthi,Australia,Pama-Nyungan,-11.443,142.242,24,18,6,0,False,False,5,0.75,0.25
ango1258,Angolar,Africa,Indo-European,0.11438,6.59486,36,22,12,2,False,True,9,0.6111,0.3333
angu1242,Anguthimri,Australia,Pama-Nyungan,-12.395,141.755,36,19,17,0,False,False,9,0.5278,0.4722
anii1245,Anii,Africa,Atlantic-Congo,9.11127,1.60169,35,22,11,2,False,True,5,0.6286,0.3143
anin1240,Anindilyakwa,Australia,Gunwinyguan,-13.99904,136.6415,26,22,4,0,False,False,7,0.8462,0.1538
anta1253,Western Desert,Australia,Pama-Nyungan,-27.1152,134.838,23,17,6,0,False,False,5,0.7391,0.2609
anti1245,Antiguan Creole,North America,Indo-European,17.068263,-61.821863,37,24,13,0,False,False,3,0.6486,0.3514
anua1242,Anywa,Africa,Nilotic,7.57714,34.0267,46,18,24,4,False,True,4,0.3913,0.5217
anuf1239,anufɔ,Africa,Atlantic-Congo,10.2839,0.56021,59,45,12,2,False,True,12,0.7627,0.2034
anyi1244,Agni Morofo,Africa,Atlantic-Congo,6.1627,-4.64232,49,31,14,4,False,True,11,0.6327,0.2857
anyi1245,Anyi Sanvi,Africa,Atlantic-Congo,6.31781,-3.30532,39,18,16,5,False,True,8,0.4615,0.4103
aona1235,Ao-Naga,Eurasia,Sino-Tibetan,26.3241,94.3824,35,24,8,3,False,True,3,0.6857,0.2286
apal1257,Apalaí,South America,Cariban,1.49792,-54.7457,24,12,12,0,False,False,8,0.5,0.5
apat1240,Apatani,Eurasia,Sino-Tibetan,27.1933,93.7284,40,24,13,3,False,True,8,0.6,0.325
apia1248,Apiaká,South America,Tupian,-7.84711,-57.91,22,12,10,0,False,False,7,0.5455,0.4545
apin1244,Apinaye,South America,Nuclear-Macro-Je,-6.10774,-47.6315,49,14,35,0,False,False,14,0.2857,0.7143
apro1235,AIZI,Africa,Atlantic-Congo,5.20273,-4.52192,33,24,9,0,False,False,4,0.7273,0.2727
apuc1241,Andamanese,Eurasia,Great Andamanese,12.241,92.7965,35,25,10,0,False,False,5,0.7143,0.2857
apur1254,Apurinã,South America,Arawakan,-8.21692,-66.7714,40,14,26,0,False,False,13,0.35,0.65
arab1267,Arabana,Australia,Pama-Nyungan,-28.705,135.449,24,21,3,0,False,False,6,0.875,0.125
arab1268,Arabela,South America,Zaparoan,-1.96126,-75.0612,29,19,10,0,False,False,4,0.6552,0.3448
arag1245,Aragonese,Eurasia,Indo-European,42.4669,-0.00919,45,20,25,0,False,False,3,0.4444,0.5556
aran1237,Arandai,Papunesia,South Bird's Head Family,-2.08016,132.983,18,13,5,0,False,False,2,0.7222,0.2778
arao1248,Araona,South America,Pano-Tacanan,-12.4242,-67.7293,23,19,4,0,False,False,3,0.8261,0.1739
araw1273,Araweté,South America,Tupian,-4.90246,-52.5001,21,12,9,0,False,False,6,0.5714,0.4286
araw1276,Lokono,South America,Arawakan,5.64295,-56.9243,21,16,5,0,False,False,2,0.7619,0.2381
arbe1236,Arbëresh Albanian,Eurasia,Indo-European,38.911,16.7164,37,30,7,0,False,False,3,0.8108,0.1892
arbo1245,Arbore,Africa,Afro-Asiatic,4.92183,36.7986,55,45,10,0,False,False,7,0.8182,0.1818
arch1244,ARCHI,Eurasia,Nakh-Daghestanian,42.3239,46.8267,75,65,10,0,False,False,2,0.8667,0.1333
argo1244,Argobba,Africa,Afro-Asiatic,10.6596,39.756,35,28,7,0,False,False,3,0.8,0.2
arhu1242,Ika,South America,Chibchan,10.7018,-73.6363,32,16,16,0,False,False,2,0.5,0.5
arik1265,Arikapú,South America,Nuclear-Macro-Je,-12.4878,-62.7261,25,11,14,0,False,False,8,0.44,0.56
arin1244,Aringa,Africa,Central Sudanic,3.56143,31.3071,49,35,9,5,False,True,5,0.7143,0.1837
arit1239,Aritinngithigh,Australia,Pama-Nyungan,-12.50839255,142.138748,22,17,5,0,False,False,5,0.7727,0.2273
asha1243,Asháninka,South America,Arawakan,-11.9311,-73.9073,22,14,8,0,False,False,3,0.6364,0.3636
ashe1272,Ashéninka,South America,Arawakan,-10.9777,-74.9153,28,18,10,0,False,False,4,0.6429,0.3571
assa1263,Assamese,Eurasia,Indo-European,26.0876,91.2932,37,22,15,0,False,False,10,0.5946,0.4054
astu1245,Asturian,Eurasia,Indo-European,42.4181,-6.02227,27,20,7,0,False,False,3,0.7407,0.2593
atam1239,Atampaya,Australia,Pama-Nyungan,-11.0018,142.273,26,18,8,0,False,False,5,0.6923,0.3077
atay1247,Atayal,Papunesia,Austronesian,24.5209,121.388,27,19,8,0,False,False,3,0.7037,0.2963
atti1239,Attie,Africa,Atlantic-Congo,5.9977,-3.8209,43,21,14,8,False,True,6,0.4884,0.3256
auuu1241,Au,Papunesia,Nuclear Torricelli,-3.53277,142.105,17,10,7,0,False,False,2,0.5882,0.4118
avac1239,Avá-Canoeiro,South America,Tupian,-13.6081,-48.1336,24,12,12,0,False,False,9,0.5,0.5
avar1256,Avar,Eurasia,Nakh-Daghestanian,41.7047,46.558,64,59,5,0,False,False,2,0.9219,0.0781
avat1244,Avatime,Africa,Atlantic-Congo,6.8688,0.41314,49,27,18,4,False,True,14,0.551,0.3673
avik1243,Avikam,Africa,Atlantic-Congo,5.15838,-5.2529,34,25,6,3,False,True,5,0.7353,0.1765
avok1242,Avokaya,Africa,Central Sudanic,4.38639,29.9379,55,37,14,4,False,True,4,0.6727,0.2545
awab1243,Awabakal,Australia,Pama-Nyungan,-33.12847,151.43555,16,13,3,0,False,False,4,0.8125,0.1875
awac1239,Awa-Cuaiquer,South America,Barbacoan,1.21652,-78.3401,26,16,10,0,False,False,7,0.6154,0.3846
awad1243,Awadhi,Eurasia,Indo-European,27.5907,82.4663,45,37,8,0,False,False,6,0.8222,0.1778
awar1248,Awara,Papunesia,Nuclear Trans New Guinea,-6.16986,146.372,24,18,6,0,False,False,4,0.75,0.25
awet1244,Awetí,South America,Tupian,-12.381944,-53.391944,26,14,12,0,False,False,9,0.5385,0.4615
awin1248,Awing,Africa,Atlantic-Congo,5.88362,10.264,56,39,17,0,False,False,6,0.6964,0.3036
awiy1238,Auyana,Papunesia,Nuclear Trans New Guinea,-6.54079,145.76,20,11,6,3,False,True,4,0.55,0.3
awng1244,Awiya,Africa,Afro-Asiatic,10.9819,36.6916,39,28,7,4,False,True,4,0.7179,0.1795
awtu1239,Awtuw,Papunesia,Sepik,-3.53129,141.928,18,11,7,0,False,False,3,0.6111,0.3889
axiy1235,Ahi,Eurasia,Sino-Tibetan,24.6009,103.713,52,38,14,0,False,False,3,0.7308,0.2692
ayab1239,Yintyingka,Australia,Pama-Nyungan,-14.6652,142.893,26,16,10,0,False,False,5,0.6154,0.3846
ayac1239,Ayacucho Quechua,South America,Quechuan,-13.84714,-74.32246,17,14,3,0,False,False,3,0.8235,0.1765
ayer1245,Uwu,Africa,Atlantic-Congo,7.52206,6.01979,43,26,14,3,False,True,11,0.6047,0.3256
ayer1246,Ayerrerenge,Australia,Pama-Nyungan,-22.51278,137.3515,43,39,4,0,False,False,12,0.907,0.093
ayor1240,Ayoreo,South America,Zamucoan,-19.220055,-60.217495,30,20,10,0,False,False,12,0.6667,0.3333
baan1242,Kambari,Africa,Atlantic-Congo,10.8083,5.7261,56,28,27,1,False,True,11,0.5,0.4821
baat1238,Bariba,Africa,Atlantic-Congo,9.63186,2.99607,30,16,12,2,False,True,7,0.5333,0.4
baba1264,Baba,Africa,Atlantic-Congo,6.11222,10.5216,30,23,7,0,False,False,5,0.7667,0.2333
baba1266,Babanki,Africa,Atlantic-Congo,5.97863,10.2869,33,26,7,0,False,False,4,0.7879,0.2121
bada1257,Badaga,Eurasia,Dravidian,11.3094,76.5974,38,25,13,0,False,False,5,0.6579,0.3421
bade1248,Bade,Africa,Afro-Asiatic,12.789,10.6557,46,33,9,4,False,True,4,0.7174,0.1957
badi1246,Badimaya,Australia,Pama-Nyungan,-29.0647,117.246,23,20,3,0,False,False,6,0.8696,0.1304
bady1239,Pajade,Africa,Atlantic-Congo,12.6425,-13.4759,43,25,18,0,False,False,16,0.5814,0.4186
bafa1247,Bafo,Africa,Atlantic-Congo,4.53307,9.522,47,27,16,4,False,True,4,0.5745,0.3404
bafa1249,Nchufie,Africa,Atlantic-Congo,5.84612,10.4518,52,19,30,3,False,True,13,0.3654,0.5769
bafi1243,Bafia,Africa,Atlantic-Congo,4.72603,11.0982,51,27,20,4,False,True,4,0.5294,0.3922
bafu1246,Bafut,Africa,Atlantic-Congo,6.14153,10.1194,49,21,18,10,False,True,3,0.4286,0.3673
baga1272,Baga Sitem,Africa,Atlantic-Congo,10.4793,-14.4756,24,16,8,0,False,False,3,0.6667,0.3333
baga1273,Baga Koga; Koba; Barka,Africa,Atlantic-Congo,10.1286,-13.947,25,17,8,0,False,False,4,0.68,0.32
bagi1246,Bagirmi,Africa,Central Sudanic,11.52392,14.769495,44,25,16,3,False,True,4,0.5682,0.3636
baim1244,Baima,Eurasia,Sino-Tibetan,33.1001,103.952,66,40,26,0,False,False,7,0.6061,0.3939
baka1272,Baka,Africa,Atlantic-Congo,2.16013,13.7804,38,25,7,6,False,True,3,0.6579,0.1842
baka1273,Bakaka (Mwaneka),Africa,Atlantic-Congo,4.79991,9.80402,34,19,13,2,False,True,4,0.5588,0.3824
baka1274,baka,Africa,Central Sudanic,4.65943,29.59,46,36,10,0,False,False,4,0.7826,0.2174
baka1277,Bakairí,South America,Cariban,-14.2628,-54.7034,30,16,14,0,False,False,9,0.5333,0.4667
bakh1245,Bakhtiari,Eurasia,Indo-European,32.0163,49.7713,36,24,12,0,False,False,2,0.6667,0.3333
bako1249,Bakoko,Africa,Atlantic-Congo,3.56518,9.99905,33,26,7,0,False,False,4,0.7879,0.2121
bako1250,Kole,Africa,Atlantic-Congo,4.43654,8.97387,34,27,7,0,False,False,5,0.7941,0.2059
bala1302,Balante,Africa,Atlantic-Congo,12.5382,-15.6658,50,33,14,3,False,True,6,0.66,0.28
bali1278,Balinese,Papunesia,Austronesian,-8.35714,115.075,24,18,6,0,False,False,4,0.75,0.25
balt1258,Balti,Eurasia,Sino-Tibetan,34.4491,77.2859,53,35,18,0,False,False,3,0.6604,0.3396
bamb1262,Northern Mao,Africa,Blue Nile Mao,9.82554,34.6522,35,22,10,3,False,True,3,0.6286,0.2857
bamb1265,Bambalang; Círàmbɔ́,Africa,Atlantic-Congo,5.861,10.544,57,34,18,5,False,True,5,0.5965,0.3158
bamb1269,Bamana,Africa,Mande,12.9,-7.65,55,31,22,2,False,True,14,0.5636,0.4
bame1260,Mamenyan,Africa,Atlantic-Congo,5.77049,10.3302,50,39,11,0,False,False,8,0.78,0.22
bamu1253,Shupamem,Africa,Atlantic-Congo,5.49017,10.8477,38,28,10,0,False,False,5,0.7368,0.2632
bamu1256,Bamunka,Africa,Atlantic-Congo,6.00203,10.5127,32,23,9,0,False,False,4,0.7188,0.2812
bana1305,bana,Africa,Afro-Asiatic,10.3535,13.6131,43,36,3,4,False,True,4,0.8372,0.0698
band1337,Bandjigali,Australia,Bookkeeping,-30.0771,143.282,26,20,6,0,False,False,6,0.7692,0.2308
band1345,Banda,Africa,Atlantic-Congo,8.03339,23.9021,46,33,10,3,False,True,3,0.7174,0.2174
band1352,Bandi,Africa,Mande,7.73729,-10.1684,48,23,21,4,False,True,10,0.4792,0.4375
band1353,Banda Malay,Papunesia,Austronesian,-4.55565,129.905,23,18,5,0,False,False,4,0.7826,0.2174
bang1339,Parnkalla,Australia,Pama-Nyungan,-33.3036,136.079,23,20,3,0,False,False,6,0.8696,0.1304
bang1356,Bangolan,Africa,Atlantic-Congo,6.0125,10.667,40,27,9,4,False,True,3,0.675,0.225
bani1255,Kurripako; Baniwa; Baniwa (Icana),South America,Arawakan,2.17859,-67.7704,36,24,12,0,False,False,4,0.6667,0.3333
bank1256,Bankon,Africa,Atlantic-Congo,4.3702,9.6403,34,23,7,4,False,True,5,0.6765,0.2059
baou1238,Baoulé,Africa,Atlantic-Congo,5.42509,-4.76565,37,21,12,4,False,True,8,0.5676,0.3243
bara1380,Barasana-Eduria,South America,Tucanoan,0.02193,-70.808,17,11,6,0,False,False,0,0.6471,0.3529
barb1263,Barbareño,North America,Chumashan,34.462,-119.699,44,38,6,0,False,False,4,0.8636,0.1364
bard1255,Bardi,Australia,Nyulnyulan,-16.6274,122.906,24,17,7,0,False,False,5,0.7083,0.2917
bare1276,Baré,South America,Arawakan,1.91649,-66.828,23,19,4,0,False,False,4,0.8261,0.1739
bare1279,Barein (Jalking),Africa,Afro-Asiatic,10.970124,17.911727,44,31,10,3,False,True,8,0.7045,0.2273
bari1286,Bariai,Papunesia,Austronesian,-5.5087,148.666,17,12,5,0,False,False,3,0.7059,0.2941
bari1297,Barí,South America,Chibchan,9.08497,-72.9353,22,10,12,0,False,False,9,0.4545,0.5455
barr1247,Malthanmungu,Australia,Pama-Nyungan,-14.1219,144.531,25,17,8,0,False,False,6,0.68,0.32
baru1269,Baruga,Papunesia,Nuclear Trans New Guinea,-9.40132,148.761,24,14,10,0,False,False,7,0.5833,0.4167
basa1284,Basaa,Africa,Atlantic-Congo,3.80765,10.4213,38,26,7,5,False,True,5,0.6842,0.1842
bash1264,Bashkir,Eurasia,Turkic,53.5967,56.5594,39,28,11,0,False,False,3,0.7179,0.2821
basq1250,Zuberoan Basque,Eurasia,Basque,43.2787,-1.31622,43,29,14,0,False,False,10,0.6744,0.3256
bass1260,Bassossi,Africa,Atlantic-Congo,5.23655,9.52275,34,20,12,2,False,True,4,0.5882,0.3529
bata1285,Banoo,Africa,Atlantic-Congo,1.397041,9.51011,31,20,8,3,False,True,4,0.6452,0.2581
bata1289,Toba-Batak,Papunesia,Austronesian,2.35498,99.1761,27,18,9,0,False,False,3,0.6667,0.3333
bata1293,Karo Batak,Papunesia,Austronesian,2.12787,98.2517,24,16,8,0,False,False,3,0.6667,0.3333
bats1242,Bats,Eurasia,Nakh-Daghestanian,42.1806,45.344,51,33,18,0,False,False,8,0.6471,0.3529
baur1253,Baure,South America,Arawakan,-13.61,-63.68,18,14,4,0,False,False,2,0.7778,0.2222
bayu1240,Payungu,Australia,Pama-Nyungan,-23.3809,114.108,26,20,6,0,False,False,6,0.7692,0.2308
beem1239,Beembe,Africa,Atlantic-Congo,-3.95895,14.1,41,19,20,2,False,True,13,0.4634,0.4878
befa1241,Befang,Africa,Atlantic-Congo,6.27562,10.0342,59,43,14,2,False,True,6,0.7288,0.2373
begb1241,Tinɔr,Africa,Atlantic-Congo,9.40519,7.59566,34,22,9,3,False,True,4,0.6471,0.2647
beja1238,BEJA,Africa,Afro-Asiatic,17.2436,36.6666,26,21,5,0,False,False,2,0.8077,0.1923
bekw1241,Bekwarra,Africa,Atlantic-Congo,6.73737,8.86489,36,23,10,3,False,True,5,0.6389,0.2778
bela1255,Belanda Viri,Africa,Atlantic-Congo,7.41311,27.6956,43,28,10,5,False,True,3,0.6512,0.2326
bela1256,Belanda Boor,Africa,Nilotic,6.6503,27.8232,38,25,10,3,False,True,5,0.6579,0.2632
bela1260,Belait,Papunesia,Austronesian,4.96207,114.933,25,19,6,0,False,False,4,0.76,0.24
belh1239,Belhare,Eurasia,Sino-Tibetan,26.9972,87.2783,30,22,8,0,False,False,6,0.7333,0.2667
beli1260,Belizean Creole,North America,Indo-European,17.3941,-88.6281,35,22,13,0,False,False,5,0.6286,0.3714
bell1243,BELLA COOLA,North America,Salishan,52.3448,-126.689,30,27,3,0,False,False,2,0.9,0.1
bemb1257,Bemba,Africa,Atlantic-Congo,-10.6122,29.2993,25,15,10,0,False,False,4,0.6,0.4
bena1262,Bena,Africa,Atlantic-Congo,-9.26671,35.0364,34,22,10,2,False,True,4,0.6471,0.2941
benc1235,Gimira,Africa,Ta-Ne-Omotic,7.04682,35.7673,56,46,5,5,False,True,4,0.8214,0.0893
beng1280,Bengali,Eurasia,Indo-European,24.0,90.0,72,49,23,0,False,False,5,0.6806,0.3194
beng1286,Bɛ̀ŋ,Africa,Mande,7.78122,-4.23539,48,23,19,6,False,True,10,0.4792,0.3958
berb1259,Berbice Dutch,South America,Indo-European,5.3829,-58.0002,20,14,6,0,False,False,2,0.7,0.3
bero1242,Berom,Africa,Atlantic-Congo,9.67037,8.81221,31,24,7,0,False,False,3,0.7742,0.2258
bese1243,Beserman,Eurasia,Uralic,56.12921,52.63548,33,25,8,0,False,False,3,0.7576,0.2424
besi1244,Mah Meri,Eurasia,Austroasiatic,2.717,101.676,58,30,28,0,False,False,17,0.5172,0.4828
besl1239,Besleri,Africa,Afro-Asiatic,10.38053,13.84054,50,39,9,2,False,True,3,0.78,0.18
bett1235,Betta Kurumba,Eurasia,Dravidian,11.6385,76.6064,37,22,15,0,False,False,4,0.5946,0.4054
bhel1238,Bhele,Africa,Atlantic-Congo,0.24553,28.6681,28,19,7,2,False,True,3,0.6786,0.25
bhil1251,Bhili,Eurasia,Indo-European,20.85,73.9592,62,35,27,0,False,False,8,0.5645,0.4355
bhoj1244,Bhojpuri,Eurasia,Indo-European,26.458455,84.817115,51,35,16,0,False,False,14,0.6863,0.3137
biak1248,Biak,Papunesia,Austronesian,-0.9523,135.879,23,13,10,0,False,False,2,0.5652,0.4348
bial1238,Biali,Africa,Atlantic-Congo,11.0382,1.08259,27,14,10,3,False,True,6,0.5185,0.3704
bibb1234,Bibbulman,Australia,Pama-Nyungan,-33.1199,118.151,22,17,5,0,False,False,5,0.7727,0.2273
bidy1243,Yandjibara,Australia,Pama-Nyungan,-25.192664,147.273359,21,18,3,0,False,False,6,0.8571,0.1429
bidy1244,Bijogo,Africa,Atlantic-Congo,11.1097,-16.1497,25,18,7,0,False,False,4,0.72,0.28
biga1237,Bigambal,Australia,Pama-Nyungan,-28.266,149.515,16,13,3,0,False,False,4,0.8125,0.1875
bike1242,Bikele,Africa,Atlantic-Congo,3.65994,12.8574,51,24,23,4,False,True,4,0.4706,0.451
bila1255,bila,Africa,Atlantic-Congo,1.16839,28.7626,33,19,9,5,False,True,1,0.5758,0.2727
bili1250,Bilinara,Australia,Pama-Nyungan,-16.868771,130.533991,23,17,6,0,False,False,5,0.7391,0.2609
bili1260,Blin,Africa,Afro-Asiatic,15.7833,38.3917,37,30,7,0,False,False,4,0.8108,0.1892
bilo1248,Biloxi,North America,Siouan,31.32,-89.1951,20,12,8,0,False,False,5,0.6,0.4
bimo1239,Bimoba,Africa,Atlantic-Congo,10.4575,0.06121,44,22,18,4,False,True,11,0.5,0.4091
