Glottocode,LanguageName,macroarea,family_name,latitude,longitude,total_phonemes,has_click,has_tone_segment,kmeans_cluster,kmeans6_cluster,hier_cluster
enaw1238,Enawené-Nawé,South America,Arawakan,-12.4302,-58.9802,25,False,False,10,5,6
endo1242,Endo,Africa,Nilotic,1.15018,35.5866,36,False,True,7,3,3
enge1239,Engenni,Africa,Atlantic-Congo,5.11931,6.37339,33,False,True,9,4,4
epen1239,Epena,South America,Chocoan,4.25877,-77.3566,38,False,False,10,5,6
erre1238,Erre,Australia,Giimbiyu,-12.2839,132.868,23,False,False,4,6,2
ersu1241,Lizu,Eurasia,Sino-Tibetan,29.2867,102.213,61,False,True,1,2,10
erzy1239,Erzya,Eurasia,Uralic,52.8548,45.3901,35,False,False,2,1,8
esee1248,Ese Eja,South America,Pano-Tacanan,-11.7268,-67.515,22,False,False,6,5,7
esim1238,Esimbi,Africa,Atlantic-Congo,6.50094,9.86936,37,False,False,9,4,4
esto1258,Estonian,Eurasia,Uralic,58.55,25.82,48,False,False,8,5,7
eten1239,Iten,Africa,Atlantic-Congo,9.73073,8.61443,74,False,True,9,4,4
eton1253,Eton,Africa,Atlantic-Congo,4.21045,11.3935,38,False,True,7,3,3
even1259,Evenki,Eurasia,Tungusic,61.972,94.689,29,False,False,5,3,8
even1260,Even,Eurasia,Tungusic,70.6687,130.914,36,False,False,7,3,3
ewee1241,Ewe,Africa,Atlantic-Congo,6.46061,0.814975,45,False,True,3,4,5
ewon1239,EWONDO,Africa,Atlantic-Congo,4.21141,11.93646,34,False,False,9,4,4
eyak1241,EYAK,North America,Athabaskan-Eyak-Tlingit,60.4232,-144.762,42,False,False,2,1,10
ezaa1238,Ẹzaa,Africa,Atlantic-Congo,6.31831,8.03044,38,False,True,9,4,4
ezha1238,Ezha,Africa,Afro-Asiatic,8.11879,37.9891,39,False,False,1,2,9
faiw1243,Faiwol,Papunesia,Nuclear Trans New Guinea,-5.4967,141.656,20,False,False,8,2,9
fali1285,Kirya-Konzɘl,Africa,Afro-Asiatic,10.5419,13.4087,50,False,True,9,4,4
fang1246,Fan,Africa,Atlantic-Congo,1.723965,11.61454,41,False,False,7,3,4
fang1248,Fang,Africa,Atlantic-Congo,6.54384,10.319,34,False,True,9,4,8
faro1244,Faroese,Eurasia,Indo-European,62.0732,-6.88497,36,False,False,1,2,8
fefe1239,Fe'efe'fe,Africa,Atlantic-Congo,5.18158,10.1442,44,False,True,7,3,4
fern1234,Pichi,Africa,Indo-European,3.74,8.78,30,False,True,9,4,4
fiji1243,FIJIAN,Papunesia,Austronesian,-18.0,178.33,28,False,False,2,1,7
fili1244,Filipino,Papunesia,Austronesian,12.265,123.464,22,False,False,2,1,8
