,m,i,k,j,u,a,p,w,n,t,l,s,e,ŋ,o,b,ɡ,h,d,r,ɲ,f,t̠ʃ,ɛ,ʔ,ɔ,iː,aː,ʃ,uː,z,d̠ʒ,v,ɾ,eː,oː,t̪,ts,ə,˦,˨,ĩ,ã,n̪,ũ,ɨ,kʰ,x,pʰ,ʈ,ȵ,ɳ,ɪ,ɡb,kp,ʒ,ɣ,c,ʊ,kʷ,ɭ,d̪,tʰ,mb,ɟ,ȶ,ɔː,õ,ɛː,ɻ,˧,ẽ,nd,β,ɓ,ŋɡ,dz,ɗ,ɛ̃,ȴ,ɔ̃,q,kʼ,e̞,o̞,ɖ,l̪,ɑ,ɡʷ,χ,æ,ʂ,tsʰ,t̠ʃʰ,ɯ,tʼ,ɽ,t̠ʃʼ,˦˨,ɬ,n̠d̠ʒ,ð,pʼ
ȵ,0.14978601997146934,0.15395894428152493,0.12703905091448345,0.16137295081967212,0.1598360655737705,0.16397709526288393,0.13569165786694826,0.1720371381758602,0.1233974358974359,0.1102683780630105,0.14347826086956522,0.0,0.06658369632856254,0.2259684361549498,0.04931335830212235,0.0,0.0,0.0020161290322580645,0.0,0.2085222121486854,0.0,0.0,0.0,0.0,0.03780718336483932,0.0009149130832570906,0.14558979808714134,0.1755379388448471,0.0,0.1515837104072398,0.0,0.0,0.0,0.02031063321385902,0.03299492385786802,0.024111675126903553,0.24382716049382716,0.0,0.031047865459249677,0.0,0.0,0.0013966480446927375,0.0014326647564469914,0.36489151873767256,0.0,0.016320474777448073,0.0,0.0,0.0,0.4004237288135593,1.0,0.5614035087719298,0.0,0.0,0.0,0.0,0.04130808950086059,0.0,0.0,0.01864406779661017,0.566579634464752,0.0,0.0,0.0,0.0,0.810126582278481,0.0,0.0,0.0,0.6656891495601173,0.0,0.0017857142857142857,0.0,0.051233396584440226,0.0,0.0,0.0,0.0,0.0,0.5650793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.2265625,0.0,0.0,0.0,0.020454545454545454,0.0,0.0,0.0,0.0,0.0,0.047961630695443645,0.0,0.0,0.0,0.0,0.065,0.0
ɳ,0.14591254752851712,0.14327343370568238,0.12972166998011928,0.1548288196218702,0.14801627670396744,0.15074858027878163,0.1392136025504782,0.15746753246753248,0.15993359158826784,0.12790005948839978,0.19556714471968709,0.03526011560693642,0.08037974683544304,0.20538243626062322,0.06692160611854685,0.04298356510745891,0.046463245492371706,0.02698961937716263,0.014404852160727824,0.2640610104861773,0.03190596137699412,0.015912897822445562,0.010628875110717449,0.024029574861367836,0.04003813155386082,0.02547169811320755,0.14668094218415417,0.166289592760181,0.010805500982318271,0.1541095890410959,0.02292576419213974,0.015116279069767442,0.025851938895417155,0.05875,0.056282722513089,0.049868766404199474,0.2825040128410915,0.02193548387096774,0.058981233243967826,0.003870967741935484,0.0038860103626943004,0.015736766809728183,0.013177159590043924,0.32495164410058025,0.020989505247376312,0.02416918429003021,0.04953560371517028,0.022796352583586626,0.05063291139240506,0.6556962025316456,0.5614035087719298,1.0,0.05709342560553633,0.001658374792703151,0.0016611295681063123,0.008389261744966443,0.018739352640545145,0.02058319039451115,0.056838365896980464,0.022375215146299483,0.8302469135802469,0.10456273764258556,0.010619469026548672,0.005319148936170213,0.017953321364452424,0.4790575916230366,0.0071301247771836,0.012567324955116697,0.014414414414414415,0.7103658536585366,0.00539568345323741,0.007272727272727273,0.005484460694698354,0.016728624535315983,0.0073937153419593345,0.005535055350553505,0.0248565965583174,0.005988023952095809,0.006085192697768763,0.5379746835443038,0.006263048016701462,0.004228329809725159,0.0,0.021645021645021644,0.00641025641025641,0.16377171215880892,0.26430517711171664,0.024830699774266364,0.002207505518763797,0.009029345372460496,0.027906976744186046,0.06796116504854369,0.011494252873563218,0.01152073732718894,0.009302325581395349,0.0,0.16531165311653118,0.0,0.0,0.007125890736342043,0.004784688995215311,0.02195121951219512,0.0
ɪ,0.14028436018957346,0.1022993899577663,0.1368421052631579,0.14350912778904665,0.1110014800197336,0.13123092573753814,0.1395844432605221,0.1326963906581741,0.1388888888888889,0.12693682955899882,0.15031446540880503,0.1574854180168503,0.13089700996677742,0.14353099730458221,0.14236824093086928,0.1691542288557214,0.1731669266770671,0.1324655436447167,0.14814814814814814,0.14174589455488332,0.18146718146718147,0.18664047151277013,0.11811023622047244,0.25626423690205014,0.0958627648839556,0.24367816091954023,0.12210526315789473,0.11279826464208242,0.10583153347732181,0.11902113459399333,0.1708542713567839,0.12289780077619664,0.17774762550881953,0.08226221079691516,0.14407988587731813,0.1406025824964132,0.11360448807854137,0.08253094910591471,0.12625538020086083,0.18376722817764166,0.18461538461538463,0.0779816513761468,0.083596214511041,0.07765451664025357,0.07301587301587302,0.038580246913580245,0.08548387096774193,0.1077943615257048,0.0732899022801303,0.07986688851913477,0.0,0.05709342560553633,1.0,0.17681728880157171,0.18181818181818182,0.08363636363636363,0.10634328358208955,0.12595419847328243,0.7507418397626113,0.06702898550724638,0.0481283422459893,0.13385826771653545,0.04621072088724584,0.06844106463878327,0.1172962226640159,0.0,0.1522633744855967,0.07707129094412331,0.1649269311064718,0.009074410163339383,0.12373225152129817,0.06601941747572816,0.07072691552062868,0.050387596899224806,0.1368421052631579,0.06719367588932806,0.06626506024096386,0.11383928571428571,0.08869179600886919,0.0,0.08163265306122448,0.05855855855855856,0.037694013303769404,0.0518018018018018,0.035555555555555556,0.11270983213429256,0.038461538461538464,0.07159904534606205,0.04906542056074766,0.04491725768321513,0.05811138014527845,0.050724637681159424,0.028368794326241134,0.0407673860911271,0.019002375296912115,0.024096385542168676,0.10103626943005181,0.03155339805825243,0.08142493638676845,0.03970223325062035,0.040100250626566414,0.06701030927835051,0.02729528535980149
ɡb,0.1353525792711784,0.14132553606237816,0.14365199797673242,0.14343845371312308,0.14775051124744376,0.1469218830832902,0.1382808328884143,0.1566068515497553,0.14947600661886376,0.16728624535315986,0.16273133375877472,0.186,0.19198312236286919,0.14576271186440679,0.19310839913854988,0.21603563474387527,0.22403924775143091,0.1375579598145286,0.2533081285444234,0.13667820069204153,0.217,0.296976241900648,0.14155712841253792,0.29245283018867924,0.06937561942517344,0.32389162561576357,0.08171603677221655,0.08635394456289978,0.0935483870967742,0.08823529411764706,0.25,0.2109704641350211,0.3266563944530046,0.03855721393034826,0.1087866108786611,0.10674157303370786,0.03416557161629435,0.07883817427385892,0.09269662921348315,0.4106813996316759,0.412962962962963,0.19316239316239317,0.20141342756183744,0.018154311649016642,0.19464285714285715,0.040625,0.0121580547112462,0.044233807266982623,0.010852713178294573,0.006269592476489028,0.0,0.001658374792703151,0.17681728880157171,1.0,0.846875,0.08671586715867159,0.07522935779816514,0.09792843691148775,0.17540322580645162,0.08178438661710037,0.005190311418685121,0.04212454212454213,0.014519056261343012,0.16596638655462184,0.1144578313253012,0.0,0.1544885177453027,0.12423625254582485,0.1360824742268041,0.0,0.30238095238095236,0.12215320910973085,0.17467248908296942,0.07,0.23094688221709006,0.1561822125813449,0.10084033613445378,0.16037735849056603,0.25064599483204136,0.0,0.2668463611859838,0.0,0.004357298474945534,0.006564551422319475,0.008791208791208791,0.052995391705069124,0.020316027088036117,0.020785219399538105,0.09405940594059406,0.023529411764705882,0.011764705882352941,0.004694835680751174,0.00234192037470726,0.004705882352941176,0.011990407673860911,0.0,0.022004889975550123,0.0,0.16759776536312848,0.014778325123152709,0.10869565217391304,0.020050125313283207,0.0
kp,0.13434247871333965,0.14083820662768032,0.1437246963562753,0.14292980671414038,0.14782608695652175,0.14699792960662525,0.13351063829787235,0.15732172019597168,0.14765840220385676,0.16378244746600742,0.15766052129688493,0.18454363757495004,0.1937984496124031,0.14586160108548168,0.19582433405327573,0.20901033973412111,0.21428571428571427,0.1332819722650231,0.24179943767572634,0.12510711225364182,0.22457200402819738,0.2903225806451613,0.1393939393939394,0.2852112676056338,0.06838453914767097,0.3177914110429448,0.08069458631256383,0.08528784648187633,0.09482758620689655,0.08833151581243184,0.24360699865410498,0.2011173184357542,0.3169984686064318,0.03731343283582089,0.10739191073919108,0.10689170182841069,0.0328515111695138,0.07894736842105263,0.09900990099009901,0.4166666666666667,0.42429906542056073,0.19759450171821305,0.20390070921985815,0.01818181818181818,0.1971326164874552,0.04559748427672956,0.0121765601217656,0.04265402843601896,0.010869565217391304,0.004702194357366771,0.0,0.0016611295681063123,0.18181818181818182,0.846875,1.0,0.08888888888888889,0.07536764705882353,0.10227272727272728,0.17575757575757575,0.08193668528864059,0.0034602076124567475,0.04604051565377532,0.012704174228675136,0.1762208067940552,0.11693548387096774,0.0,0.15481171548117154,0.11991869918699187,0.13402061855670103,0.0,0.3031026252983294,0.1154639175257732,0.1828193832599119,0.07014028056112225,0.23148148148148148,0.17180616740088106,0.10105263157894737,0.16350710900473933,0.25129533678756477,0.0,0.2641509433962264,0.0,0.004366812227074236,0.006578947368421052,0.00881057268722467,0.05555555555555555,0.022675736961451247,0.018475750577367205,0.09701492537313433,0.021176470588235293,0.01179245283018868,0.004705882352941176,0.002347417840375587,0.0047169811320754715,0.01201923076923077,0.0,0.022058823529411766,0.0,0.17796610169491525,0.012315270935960592,0.11506849315068493,0.020100502512562814,0.0
ʒ,0.13770180436847104,0.12451923076923077,0.1261845386533666,0.13555892766818411,0.12719959778783307,0.11256281407035176,0.11699895068205667,0.116132422490804,0.13282525857376157,0.11831153388822829,0.14258793969849246,0.16230366492146597,0.125,0.09120310478654592,0.12474576271186441,0.18050541516245489,0.20193081255028159,0.15035238841033674,0.1656387665198238,0.14298169136878813,0.14528301886792452,0.21871820956256358,0.22391304347826088,0.14690451206715635,0.10472279260780287,0.14164004259850904,0.11746031746031746,0.08200212992545261,0.3721244925575101,0.11784511784511785,0.32661870503597124,0.24709302325581395,0.23453237410071942,0.08616187989556136,0.08791208791208792,0.09331476323119778,0.06957708049113233,0.18445121951219512,0.13803230543318648,0.1154970760233918,0.11436950146627566,0.07253086419753087,0.06951026856240126,0.05845181674565561,0.07592891760904685,0.08866995073891626,0.11241610738255034,0.16873889875666073,0.1113013698630137,0.025682182985553772,0.0,0.008389261744966443,0.08363636363636363,0.08671586715867159,0.08888888888888889,1.0,0.1971252566735113,0.07806691449814127,0.08208955223880597,0.08630393996247655,0.0017331022530329288,0.11637080867850098,0.09019607843137255,0.08661417322834646,0.09523809523809523,0.0,0.0784313725490196,0.0497131931166348,0.08300395256916997,0.0055248618784530384,0.07086614173228346,0.05893909626719057,0.09183673469387756,0.07258064516129033,0.08163265306122448,0.08384458077709611,0.17873303167420815,0.07709251101321586,0.06181015452538632,0.0,0.05417607223476298,0.11380145278450363,0.11707317073170732,0.0481651376146789,0.05555555555555555,0.05336426914153132,0.03456221198156682,0.09476309226932668,0.11421319796954314,0.13984168865435356,0.06218905472636816,0.044226044226044224,0.09819121447028424,0.13978494623655913,0.03712871287128713,0.09210526315789473,0.0375,0.1307901907356948,0.04534005037783375,0.08488063660477453,0.08870967741935484,0.05483028720626632,0.06036745406824147
ɣ,0.13519924098671726,0.1214594335093615,0.12693653173413294,0.13232323232323231,0.12399598393574297,0.12119675456389452,0.12130801687763713,0.12044374009508717,0.12385073012439156,0.12387791741472172,0.12585244885306882,0.137997432605905,0.12901069518716576,0.13630229419703105,0.12653061224489795,0.13333333333333333,0.14428242517267845,0.1225114854517611,0.13891285591026747,0.10753598645215919,0.12861136999068035,0.16019417475728157,0.13434343434343435,0.14136125654450263,0.11191709844559586,0.12882787750791974,0.1049317943336831,0.08924731182795699,0.15940366972477063,0.1008869179600887,0.20130718954248367,0.13245033112582782,0.17768595041322313,0.07802340702210664,0.09279778393351801,0.0937062937062937,0.07280219780219781,0.1415929203539823,0.15568862275449102,0.11764705882352941,0.11651917404129794,0.0695517774343122,0.06984126984126984,0.08986928104575163,0.07281553398058252,0.0945273631840796,0.10367892976588629,0.22201492537313433,0.09491525423728814,0.037520391517128875,0.04130808950086059,0.018739352640545145,0.10634328358208955,0.07522935779816514,0.07536764705882353,0.1971252566735113,1.0,0.06066176470588235,0.09487666034155598,0.1076923076923077,0.01232394366197183,0.07238095238095238,0.08858267716535433,0.10240963855421686,0.06395348837209303,0.024344569288389514,0.07677165354330709,0.06019417475728155,0.08349900596421471,0.00929368029739777,0.08853118712273642,0.061386138613861385,0.11064718162839249,0.17817371937639198,0.07991803278688525,0.09791666666666667,0.14096916299559473,0.06578947368421052,0.0598669623059867,0.0021413276231263384,0.06178489702517163,0.11463414634146342,0.06060606060606061,0.038901601830663615,0.036613272311212815,0.06872037914691943,0.03002309468822171,0.07920792079207921,0.0982367758186398,0.07518796992481203,0.06801007556675064,0.0792838874680307,0.0737913486005089,0.08785529715762273,0.058524173027989825,0.05641025641025641,0.05912596401028278,0.05912596401028278,0.08136482939632546,0.07692307692307693,0.06349206349206349,0.15895953757225434,0.02295918367346939
c,0.13002364066193853,0.12759787336877718,0.14025316455696202,0.13080808080808082,0.13157894736842105,0.12252160650737164,0.14385775862068967,0.1296,0.1351203501094092,0.1460880195599022,0.14457070707070707,0.14414996767937943,0.1547945205479452,0.1388888888888889,0.15271966527196654,0.17025862068965517,0.1597817614964926,0.12193251533742332,0.1822262118491921,0.13973799126637554,0.23643807574206754,0.15169082125603864,0.03896103896103896,0.1764069264069264,0.10995850622406639,0.185761957730812,0.1111111111111111,0.10624315443592552,0.09684439608269858,0.11486486486486487,0.11165048543689321,0.03523693803159174,0.1375166889185581,0.05761843790012804,0.12285714285714286,0.12247838616714697,0.07458563535911603,0.07832167832167833,0.11127167630057803,0.14696969696969697,0.1441578148710167,0.10416666666666667,0.10543657331136738,0.03426791277258567,0.09816971713810316,0.05457463884430177,0.09866220735785954,0.09212730318257957,0.10481099656357389,0.06386554621848739,0.0,0.02058319039451115,0.12595419847328243,0.09792843691148775,0.10227272727272728,0.07806691449814127,0.06066176470588235,1.0,0.12109375,0.07102803738317758,0.015985790408525755,0.07692307692307693,0.10663983903420524,0.08118811881188119,0.6011730205278593,0.0,0.13333333333333333,0.07100591715976332,0.12448132780082988,0.007462686567164179,0.10927835051546392,0.07243460764587525,0.07959183673469387,0.03543307086614173,0.12446351931330472,0.07377049180327869,0.053169734151329244,0.10022779043280182,0.0944700460829493,0.0,0.10023866348448687,0.05092592592592592,0.02727272727272727,0.02968036529680365,0.029748283752860413,0.07692307692307693,0.016055045871559634,0.05867970660146699,0.050970873786407765,0.0364963503649635,0.04466501240694789,0.055415617128463476,0.04488778054862843,0.02702702702702703,0.0783289817232376,0.02506265664160401,0.056847545219638244,0.01488833746898263,0.06233766233766234,0.03598971722365039,0.012690355329949238,0.041884816753926704,0.02577319587628866
ʊ,0.13216485078162007,0.10359508041627247,0.1282565130260521,0.13539553752535496,0.0971540726202159,0.12538226299694188,0.12985630654603514,0.12599681020733652,0.1320240043644299,0.12208258527827648,0.14746835443037976,0.15384615384615385,0.1285140562248996,0.13427800269905532,0.12678936605316973,0.16774193548387098,0.17257683215130024,0.1332300542215337,0.1462140992167102,0.13478260869565217,0.16940948693126814,0.1801980198019802,0.12,0.23382519863791146,0.08629441624365482,0.23665893271461716,0.12059765208110992,0.10382513661202186,0.10647639956092206,0.11361079865016872,0.1639135959339263,0.12847682119205298,0.17517241379310344,0.08115183246073299,0.14078374455732948,0.13062409288824384,0.10198300283286119,0.08438818565400844,0.11935953420669577,0.17729393468118196,0.178125,0.08163265306122448,0.0840064620355412,0.0744336569579288,0.07317073170731707,0.03627760252365931,0.0859504132231405,0.09949409780775717,0.08249158249158249,0.07836456558773425,0.0,0.056838365896980464,0.7507418397626113,0.17540322580645162,0.17575757575757575,0.08208955223880597,0.09487666034155598,0.12109375,1.0,0.06902985074626866,0.04954128440366973,0.13360323886639677,0.045627376425855515,0.06432748538011696,0.11428571428571428,0.0,0.14767932489451477,0.07312252964426877,0.14345991561181434,0.011235955056179775,0.12552301255230125,0.06813627254509018,0.06438631790744467,0.05410821643286573,0.1341991341991342,0.06072874493927125,0.07068607068607069,0.11290322580645161,0.08695652173913043,0.0,0.08470588235294117,0.05336426914153132,0.03669724770642202,0.05128205128205128,0.029748283752860413,0.11442786069651742,0.035046728971962614,0.0691358024691358,0.05609756097560976,0.04411764705882353,0.05778894472361809,0.04488778054862843,0.03201970443349754,0.05025125628140704,0.014742014742014743,0.02763819095477387,0.11141304347826086,0.03282828282828283,0.08488063660477453,0.03333333333333333,0.04177545691906005,0.06417112299465241,0.031088082901554404
kʷ,0.12370649106302917,0.12929782082324456,0.13801820020222447,0.1280241935483871,0.12198795180722892,0.13295687885010268,0.13052743740010656,0.1345123258306538,0.12901469787697334,0.1482843137254902,0.10555216595485052,0.14129032258064517,0.12034574468085106,0.10019646365422397,0.11848341232227488,0.11354309165526676,0.10970149253731343,0.13951675759937646,0.1267123287671233,0.08576186511240633,0.10430009149130832,0.12677388836329234,0.16684045881126172,0.10929519918283963,0.15193965517241378,0.10134436401240951,0.07040816326530612,0.07226354941551541,0.14301929625425652,0.07034632034632035,0.12269938650306748,0.10233160621761658,0.09948320413436693,0.10887096774193548,0.06802721088435375,0.07015130674002751,0.06147540983606557,0.13069016152716592,0.12280701754385964,0.12667660208643816,0.13063063063063063,0.12786885245901639,0.12416107382550336,0.04574132492113565,0.1264957264957265,0.14485165794066318,0.05128205128205128,0.08139534883720931,0.04560260586319218,0.027642276422764227,0.01864406779661017,0.022375215146299483,0.06702898550724638,0.08178438661710037,0.08193668528864059,0.08630393996247655,0.1076923076923077,0.07102803738317758,0.06902985074626866,1.0,0.019642857142857142,0.03136531365313653,0.03977272727272727,0.13541666666666666,0.0562015503875969,0.020676691729323307,0.06470588235294118,0.10386965376782077,0.05870841487279843,0.030592734225621414,0.11642411642411643,0.09690721649484536,0.1257995735607676,0.08471074380165289,0.10337552742616034,0.12473118279569892,0.07756813417190776,0.09049773755656108,0.08466819221967964,0.024282560706401765,0.06976744186046512,0.0889423076923077,0.11083743842364532,0.058823529411764705,0.06398104265402843,0.009029345372460496,0.05238095238095238,0.04096385542168675,0.44,0.08695652173913043,0.04477611940298507,0.022004889975550123,0.03209876543209877,0.0399002493765586,0.019801980198019802,0.10270270270270271,0.02,0.09973045822102426,0.05974025974025974,0.12290502793296089,0.07567567567567568,0.03116883116883117,0.06720430107526881
ɭ,0.13498098859315588,0.13375486381322957,0.11884634510193934,0.1442455242966752,0.1380539989811513,0.13887454827052143,0.12699256110520724,0.14688346883468834,0.1491130820399113,0.12492492492492492,0.17903645833333334,0.027309703660662404,0.06582278481012659,0.18993621545003544,0.058333333333333334,0.03301587301587302,0.03554006968641115,0.019539427773900907,0.012317167051578136,0.245697896749522,0.026382978723404255,0.015358361774744027,0.009025270758122744,0.024551463644948063,0.03488372093023256,0.022094140249759846,0.12567132116004295,0.14545454545454545,0.007007007007007007,0.13043478260869565,0.015555555555555555,0.011904761904761904,0.02286401925391095,0.05641025641025641,0.037037037037037035,0.036,0.24758842443729903,0.021248339973439574,0.05357142857142857,0.003989361702127659,0.004005340453938585,0.00881057268722467,0.006015037593984963,0.3108910891089109,0.010752688172043012,0.025039123630672927,0.04133545310015898,0.02040816326530612,0.04227642276422764,0.5934343434343434,0.566579634464752,0.8302469135802469,0.0481283422459893,0.005190311418685121,0.0034602076124567475,0.0017331022530329288,0.01232394366197183,0.015985790408525755,0.04954128440366973,0.019642857142857142,1.0,0.07930367504835589,0.009208103130755065,0.005545286506469501,0.014925373134328358,0.4849315068493151,0.007434944237918215,0.009328358208955223,0.013133208255159476,0.7243589743589743,0.005628517823639775,0.003780718336483932,0.0038095238095238095,0.015503875968992248,0.0038461538461538464,0.005780346820809248,0.021912350597609563,0.0020833333333333333,0.00211864406779661,0.5802047781569966,0.00437636761487965,0.0066815144766146995,0.0,0.020454545454545454,0.006741573033707865,0.11779448621553884,0.2672413793103448,0.01650943396226415,0.0,0.002364066193853428,0.014527845036319613,0.06923076923076923,0.009685230024213076,0.004830917874396135,0.012315270935960592,0.0,0.12430939226519337,0.0,0.0,0.0,0.0,0.023255813953488372,0.0
d̪,0.127134724857685,0.1192084942084942,0.12068102153229844,0.12317011610297829,0.12449392712550607,0.10251256281407035,0.11292875989445911,0.10504201680672269,0.07849293563579278,0.02477973568281938,0.119477286869944,0.12276214833759591,0.12972972972972974,0.11804158283031523,0.1319060773480663,0.1962962962962963,0.21617161716171618,0.12412723041117145,0.03577106518282989,0.11871750433275563,0.1274787535410765,0.12943432406519656,0.0896551724137931,0.11307053941908714,0.08307692307692308,0.12034078807241747,0.11278195488721804,0.09090909090909091,0.11434977578475336,0.11288483466362599,0.1275,0.12483221476510067,0.1293800539083558,0.11080711354309165,0.113997113997114,0.10869565217391304,0.4524714828897338,0.1067251461988304,0.12518628912071536,0.06446991404011461,0.06628242074927954,0.0514018691588785,0.04451510333863275,0.2845849802371542,0.057283142389525366,0.06633499170812604,0.1863468634686347,0.12126537785588752,0.18233082706766918,0.15917602996254682,0.0,0.10456273764258556,0.13385826771653545,0.04212454212454213,0.04604051565377532,0.11637080867850098,0.07238095238095238,0.07692307692307693,0.13360323886639677,0.03136531365313653,0.07930367504835589,1.0,0.02095238095238095,0.03300970873786408,0.10602910602910603,0.0,0.05788423153692615,0.03929273084479371,0.06237424547283702,0.003816793893129771,0.06288032454361055,0.038,0.019801980198019802,0.03643724696356275,0.045081967213114756,0.032388663967611336,0.12080536912751678,0.049217002237136466,0.01991150442477876,0.0,0.02288329519450801,0.07579462102689487,0.057971014492753624,0.09798994974874371,0.06341463414634146,0.2616279069767442,0.1171875,0.10554089709762533,0.04228855721393035,0.08136482939632546,0.07957559681697612,0.1095890410958904,0.08579088471849866,0.07733333333333334,0.05,0.010230179028132993,0.15497076023391812,0.05614973262032086,0.01282051282051282,0.01832460732984293,0.021220159151193633,0.06077348066298342,0.043478260869565216
tʰ,0.12132701421800948,0.11599806669888835,0.09807787087235091,0.11699445284921836,0.11379657603222558,0.11258278145695365,0.105318588730911,0.1102863202545069,0.14007782101167315,0.11842900302114803,0.13804071246819338,0.1593625498007968,0.12754409769335143,0.10614152202937249,0.1288981288981289,0.12473721093202522,0.10657596371882086,0.16707218167072183,0.15652951699463327,0.08559322033898305,0.12333965844402277,0.10396975425330812,0.10040160642570281,0.12725344644750794,0.1431693989071038,0.11563169164882227,0.10918918918918918,0.1029082774049217,0.11691259931895573,0.104,0.1276864728192162,0.08093994778067885,0.08661417322834646,0.1046831955922865,0.11240875912408758,0.11356932153392331,0.02029769959404601,0.1726844583987441,0.11526946107784432,0.056195965417867436,0.04885057471264368,0.08482871125611746,0.08557046979865772,0.00946372239747634,0.09466437177280551,0.06745362563237774,0.5944584382871536,0.1397459165154265,0.5831202046035806,0.04280821917808219,0.0,0.010619469026548672,0.04621072088724584,0.014519056261343012,0.012704174228675136,0.09019607843137255,0.08858267716535433,0.10663983903420524,0.045627376425855515,0.03977272727272727,0.009208103130755065,0.02095238095238095,1.0,0.0653061224489796,0.06313645621181263,0.0,0.07883817427385892,0.06570841889117043,0.09513742071881606,0.009784735812133072,0.06198347107438017,0.06932773109243698,0.06540084388185655,0.05241090146750524,0.04384133611691023,0.05708245243128964,0.1159090909090909,0.03611738148984198,0.05128205128205128,0.0,0.045454545454545456,0.08312342569269521,0.13227513227513227,0.044009779951100246,0.04668304668304668,0.05472636815920398,0.0023923444976076554,0.07631578947368421,0.030226700251889168,0.09536784741144415,0.06149732620320856,0.0821917808219178,0.32550335570469796,0.2875816993464052,0.1308139534883721,0.142433234421365,0.03494623655913978,0.11918604651162791,0.0158311345646438,0.09221902017291066,0.038781163434903045,0.024657534246575342,0.09037900874635568
mb,0.11784193090392807,0.11838913148956817,0.12323232323232323,0.11329305135951662,0.12138141188420518,0.12719751809720786,0.1161427810335642,0.12124463519313304,0.12969094922737306,0.13942011104256632,0.13621896880967538,0.14983498349834984,0.13873626373626374,0.1275579809004093,0.13240418118466898,0.13950177935943062,0.15141955835962145,0.12637362637362637,0.16335740072202165,0.10850694444444445,0.17296222664015903,0.17813765182186234,0.12,0.13870967741935483,0.11922663802363051,0.15719063545150502,0.0826271186440678,0.09111111111111111,0.09375,0.08700564971751412,0.16382699868938402,0.16056338028169015,0.1839080459770115,0.05695364238410596,0.10980966325036604,0.10441176470588236,0.025991792065663474,0.12235649546827794,0.10432190760059612,0.23979591836734693,0.24315068493150685,0.06612903225806452,0.06988352745424292,0.01597444089456869,0.06218487394957983,0.05536912751677853,0.06070826306913996,0.07958477508650519,0.0603448275862069,0.01680672268907563,0.0,0.005319148936170213,0.06844106463878327,0.16596638655462184,0.1762208067940552,0.08661417322834646,0.10240963855421686,0.08118811881188119,0.06432748538011696,0.13541666666666666,0.005545286506469501,0.03300970873786408,0.0653061224489796,1.0,0.0859538784067086,0.0,0.09554140127388536,0.061855670103092786,0.08210526315789474,0.0,0.14606741573033707,0.054279749478079335,0.8694029850746269,0.10666666666666667,0.24937027707808565,0.8507462686567164,0.1405152224824356,0.2534435261707989,0.04929577464788732,0.0,0.040865384615384616,0.028985507246376812,0.014354066985645933,0.044444444444444446,0.04714640198511166,0.024390243902439025,0.007281553398058253,0.038461538461538464,0.13128491620111732,0.028423772609819122,0.034210526315789476,0.0316622691292876,0.05962059620596206,0.03723404255319149,0.023936170212765957,0.007936507936507936,0.016,0.016,0.12389380530973451,0.09011627906976744,0.41603053435114506,0.05113636363636364,0.008174386920980926
ɟ,0.11678486997635934,0.11893203883495146,0.12209889001009082,0.11666666666666667,0.12309257375381485,0.10828673106253177,0.11495476317189994,0.11704970603955105,0.12164383561643835,0.1221142162818955,0.13333333333333333,0.13485342019543975,0.14030261348005502,0.12067796610169491,0.13955119214586256,0.18329637841832963,0.18699186991869918,0.10725308641975309,0.1902123730378578,0.1351111111111111,0.21775025799793601,0.14906219151036526,0.036053130929791274,0.16887417218543047,0.08091286307053942,0.17155756207674944,0.10367170626349892,0.08869179600886919,0.1036036036036036,0.10829493087557604,0.12690355329949238,0.043037974683544304,0.11956521739130435,0.05555555555555555,0.10495626822157435,0.10441176470588236,0.07913669064748201,0.06599713055954089,0.09615384615384616,0.160828025477707,0.15789473684210525,0.10535117056856187,0.10481099656357389,0.04091653027823241,0.1048951048951049,0.03966942148760331,0.06610169491525424,0.07586206896551724,0.06956521739130435,0.06890459363957598,0.0,0.017953321364452424,0.1172962226640159,0.1144578313253012,0.11693548387096774,0.09523809523809523,0.06395348837209303,0.6011730205278593,0.11428571428571428,0.0562015503875969,0.014925373134328358,0.10602910602910603,0.06313645621181263,0.0859538784067086,1.0,0.0,0.1072961373390558,0.07740585774058577,0.10300429184549356,0.005893909626719057,0.13082039911308205,0.07905982905982906,0.08207343412526998,0.04184100418410042,0.12471655328798185,0.08061002178649238,0.058695652173913045,0.10975609756097561,0.10643564356435643,0.0,0.11311053984575835,0.0364963503649635,0.021686746987951807,0.029197080291970802,0.03178484107579462,0.09375,0.01715686274509804,0.060209424083769635,0.057441253263707574,0.04461942257217848,0.04521276595744681,0.04825737265415549,0.0398936170212766,0.031746031746031744,0.04054054054054054,0.01871657754010695,0.055401662049861494,0.007936507936507936,0.07323943661971831,0.0273972602739726,0.01366120218579235,0.05113636363636364,0.01928374655647383
